Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_input_genes,organism,go_library,p_adj_global
GO_Biological_Process_2021,transition metal ion transport (GO:0000041),1/36,0.165238740567014,0.2464614244868207,0,0,5.733044733044733,10.321566994169176,FTH1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of telomere maintenance via telomere lengthening (GO:1904358),1/36,0.165238740567014,0.2464614244868207,0,0,5.733044733044733,10.321566994169176,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,mitochondrion disassembly (GO:0061726),1/36,0.165238740567014,0.2464614244868207,0,0,5.733044733044733,10.321566994169176,GABARAP,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",1/36,0.165238740567014,0.2464614244868207,0,0,5.733044733044733,10.321566994169176,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,sulfotransferase activity (GO:0008146),1/40,0.1818400384456406,0.2485147192090422,0,0,5.144004144004144,8.768612919919887,SULT1A1,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Cellular_Component_2021,brush border membrane (GO:0031526),1/37,0.1694200671801256,0.2503736848258693,0,0,5.57351290684624,9.895070145641316,B4GALT1,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Cellular_Component_2021,nuclear lumen (GO:0031981),6/745,0.1694885304308147,0.2503736848258693,0,0,1.654996689027726,2.937569508748987,PLSCR1;STAT1;GRB2;RRP12;ZFY;RPS10,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Cellular_Component_2021,endoplasmic reticulum lumen (GO:0005788),3/285,0.1711956819322183,0.2503736848258693,0,0,2.1515683263873657,3.797406296175161,PLAUR;B2M;THBS1,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Biological_Process_2021,anterograde axonal transport (GO:0008089),1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,KIF1B,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of stress-activated MAPK cascade (GO:0032873),1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,DUSP1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,"phagocytosis, engulfment (GO:0006911)",1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,phagosome maturation (GO:0090382),1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,RAB20,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,MEF2D,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of signaling receptor activity (GO:2000273),1/37,0.1694200671801256,0.2507416994265859,0,0,5.57351290684624,9.895070145641316,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Cellular_Component_2021,basolateral plasma membrane (GO:0016323),2/151,0.1745721183448066,0.2521597264980539,0,0,2.7052458567319544,4.721783019390408,B4GALT1;CTNNB1,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),2/150,0.1727913280938574,0.2536267702516874,0,0,2.7236624379481524,4.7818540898178,EGR1;CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,actin-myosin filament sliding (GO:0033275),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,TPM4,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of endothelial cell migration (GO:0010596),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,OAS3,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,connective tissue development (GO:0061448),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,NAMPT,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to cAMP (GO:0051591),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,STAT1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to estradiol (GO:0032355),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,synaptic vesicle endocytosis (GO:0048488),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,MX1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,mRNA destabilization (GO:0061157),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,ZFP36,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,muscle filament sliding (GO:0030049),1/38,0.1735806579316256,0.2536267702516874,0,0,5.422604422604422,9.495592558231127,TPM4,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),4/437,0.1755134657404529,0.2561246122192107,0,0,1.873267898383372,3.259560158163146,NFKBIA;ZFAND6;MINK1;MYO9B,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,protein monoubiquitination (GO:0006513),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,UBE2D3,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of protein secretion (GO:0050709),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,MIDN,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of nitric-oxide synthase activity (GO:0050999),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,endothelial cell migration (GO:0043542),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,STAT1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of protein targeting to mitochondrion (GO:1903214),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,UBE2D3,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of receptor-mediated endocytosis (GO:0048259),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,B2M,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of viral entry into host cell (GO:0046596),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,LY6E,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to peptide (GO:1901652),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,STAT1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,vesicle cytoskeletal trafficking (GO:0099518),1/39,0.1777206145684703,0.2564094904528748,0,0,5.279638490164806,9.12080010262218,RAB1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,signal sequence binding (GO:0005048),1/42,0.1900176905858975,0.2575446384800594,0,0,4.892584380389258,8.124812043283224,NFKBIA,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Cellular_Component_2021,azurophil granule (GO:0042582),2/155,0.1817247564919734,0.2592902013361084,0,0,2.633986928104575,4.49163798449718,B4GALT1;LYZ,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,PLAUR,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of cell-substrate adhesion (GO:0010812),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of ERBB signaling pathway (GO:1901185),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,GRB2,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,autophagy of mitochondrion (GO:0000422),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,GABARAP,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,STAT1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,ribosomal small subunit biogenesis (GO:0042274),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,RPS17,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of wound healing (GO:0090303),1/40,0.1818400384456406,0.2600629976273689,0,0,5.144004144004144,8.768612919919887,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,protein methylation (GO:0006479),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,ETF1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cell development (GO:0060284),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cortical cytoskeleton organization (GO:0030865),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,EPB41L3,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,epithelial cell migration (GO:0010631),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,STAT1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of response to DNA damage stimulus (GO:2001020),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,MCL1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of viral transcription (GO:0046782),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,ZFP36,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,response to growth factor (GO:0070848),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,JNK cascade (GO:0007254),1/41,0.1859390303366049,0.2632988491309701,0,0,5.015151515151516,8.43717221072756,MINK1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,T cell receptor signaling pathway (GO:0050852),2/158,0.1871181588639223,0.2646418350393574,0,0,2.5829408686551543,4.329047629874819,HLA-DRB5;HLA-DQB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,adenyl ribonucleotide binding (GO:0032559),3/306,0.1974810551257451,0.2648060437924003,0,0,2.0003062161886294,3.2447219624565453,OAS3;MINK1;MYO9B,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,purine ribonucleoside triphosphate binding (GO:0035639),4/460,0.1986045328443002,0.2648060437924003,0,0,1.7766812865497077,2.871898172296876,ARL4C;OAS3;MINK1;MYO9B,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),1/42,0.1900176905858975,0.267095944977971,0,0,4.892584380389258,8.124812043283224,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of nervous system development (GO:0051960),1/42,0.1900176905858975,0.267095944977971,0,0,4.892584380389258,8.124812043283224,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of ATPase activity (GO:0032781),1/42,0.1900176905858975,0.267095944977971,0,0,4.892584380389258,8.124812043283224,PLSCR1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of epithelial to mesenchymal transition (GO:0010718),1/42,0.1900176905858975,0.267095944977971,0,0,4.892584380389258,8.124812043283224,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,monocyte chemotaxis (GO:0002548),1/42,0.1900176905858975,0.267095944977971,0,0,4.892584380389258,8.124812043283224,S100A12,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,copper ion binding (GO:0005507),1/45,0.2021326772791743,0.2673367667240693,0,0,4.558310376492194,7.287967841732019,S100A12,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of protein kinase B signaling (GO:0051897),2/161,0.1925342332331442,0.2694979521815608,0,0,2.533821075600051,4.174422855022089,GRB2;THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of carbohydrate catabolic process (GO:0043470),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cell-cell adhesion (GO:0022407),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,MINK1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cell-substrate adhesion (GO:0010810),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,MINK1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cytokine production involved in inflammatory response (GO:1900015),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular glucose homeostasis (GO:0001678),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of type I interferon production (GO:0032480),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,RELB,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of purine nucleotide metabolic process (GO:1900542),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,HIF1A,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,HLA-B,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,natural killer cell activation (GO:0030101),1/43,0.1940761190078197,0.2694979521815608,0,0,4.775853775853776,7.830035336967146,NFIL3,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),3/306,0.1974810551257451,0.2724667073925998,0,0,2.0003062161886294,3.2447219624565453,MINK1;KIF1B;GABARAP,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,GRB2,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,branching morphogenesis of an epithelial tube (GO:0048754),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of endothelial cell apoptotic process (GO:2000351),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,embryonic organ morphogenesis (GO:0048562),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,ID2,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of mRNA catabolic process (GO:0061014),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,ZFP36,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of receptor-mediated endocytosis (GO:0048260),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,B2M,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,mRNA catabolic process (GO:0006402),1/44,0.1981144149654997,0.2724667073925998,0,0,4.664552501761804,7.551493311263548,ZFP36,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,cellular response to radiation (GO:0071478),1/45,0.2021326772791743,0.2769966318270167,0,0,4.558310376492194,7.287967841732019,GRB2,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of chemotaxis (GO:0050921),1/45,0.2021326772791743,0.2769966318270167,0,0,4.558310376492194,7.287967841732019,THBS1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of response to biotic stimulus (GO:0002833),1/45,0.2021326772791743,0.2769966318270167,0,0,4.558310376492194,7.287967841732019,PLSCR1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),5/625,0.2032984956679267,0.2782617834500142,0,0,1.6366723259762308,2.6073498802322206,ZFP36;NAMPT;S100A9;THBS1;S100A8,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Molecular_Function_2021,ribosome binding (GO:0043022),1/48,0.2140682440880332,0.278628508178075,0,0,4.266709649688373,6.576964036635908,ETF1,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Molecular_Function_2021,manganese ion binding (GO:0030145),1/48,0.2140682440880332,0.278628508178075,0,0,4.266709649688373,6.576964036635908,B4GALT1,6,100,human,GO_Molecular_Function_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of cellular protein localization (GO:1903827),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,erythrocyte differentiation (GO:0030218),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,ID2,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,regulation of telomerase activity (GO:0051972),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,interleukin-12-mediated signaling pathway (GO:0035722),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,PITPNA,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,positive regulation of response to stimulus (GO:0048584),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,B2M,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Biological_Process_2021,vesicle organization (GO:0016050),1/46,0.2061310043831236,0.2801330118808564,0,0,4.45679012345679,7.038356248208516,SRGN,6,100,human,GO_Biological_Process_2021,0.45274409802211457
GO_Cellular_Component_2021,sarcoplasmic reticulum (GO:0016529),1/45,0.2021326772791743,0.2815419433531357,0,0,4.558310376492194,7.287967841732019,THBS1,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Cellular_Component_2021,vacuolar membrane (GO:0005774),1/45,0.2021326772791743,0.2815419433531357,0,0,4.558310376492194,7.287967841732019,GABARAP,6,100,human,GO_Cellular_Component_2021,0.45274409802211457
GO_Molecular_Function_2021,DNA binding (GO:0003677),6/811,0.2199731717448839,0.284059843828039,0,0,1.5140742698559535,2.2926864887396765,EGR1;STAT1;FOSB;ZFY;JUNB;HIF1A,6,100,human,GO_Molecular_Function_2021,0.45357147822706345
GO_Biological_Process_2021,negative regulation of cold-induced thermogenesis (GO:0120163),1/47,0.2101094941683413,0.2845284413354043,0,0,4.359683794466403,6.801658146757973,TLE3,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,epidermal growth factor receptor signaling pathway (GO:0007173),1/47,0.2101094941683413,0.2845284413354043,0,0,4.359683794466403,6.801658146757973,GRB2,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,positive regulation of cell-cell adhesion (GO:0022409),1/47,0.2101094941683413,0.2845284413354043,0,0,4.359683794466403,6.801658146757973,PLAUR,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,neuron projection development (GO:0031175),2/171,0.2107281287485228,0.2850296741445232,0,0,2.382683250815119,3.710282110137656,EPB41L3;MINK1,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),4/474,0.2130985441388057,0.2861728158146551,0,0,1.7225177304964538,2.663013396149757,STAT1;ID2;NAMPT;THBS1,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,negative regulation of MAP kinase activity (GO:0043407),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,DUSP1,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,negative regulation of mitotic cell cycle (GO:0045930),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,cellular response to alcohol (GO:0097306),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,CTNNB1,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,cellular response to interleukin-12 (GO:0071349),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,PITPNA,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,cellular response to ionizing radiation (GO:0071479),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,GRB2,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,regulation of interleukin-2 production (GO:0032663),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,ZFP36,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,regulation of protein metabolic process (GO:0051246),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,PLAUR,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,positive regulation of endocytosis (GO:0045807),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,B2M,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,myelination (GO:0042552),1/48,0.2140682440880332,0.2861728158146551,0,0,4.266709649688373,6.576964036635908,EPB41L3,6,100,human,GO_Biological_Process_2021,0.45357147822706345
GO_Biological_Process_2021,adherens junction organization (GO:0034332),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,CTNNB1,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,regulation of cellular protein metabolic process (GO:0032268),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,NFKBIA,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,cellular defense response (GO:0006968),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,LSP1,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,oligosaccharide metabolic process (GO:0009311),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,B4GALT1,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,positive regulation of actin filament polymerization (GO:0030838),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,SNX9,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,regulation of stress-activated MAPK cascade (GO:0032872),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,EIF2AK2,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,response to glucose (GO:0009749),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,THBS1,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,RNA catabolic process (GO:0006401),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,ZFP36,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,mitotic cytokinesis (GO:0000281),1/49,0.21800735103248,0.288145269020455,0,0,4.177609427609427,6.363445371866637,SNX9,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),2/175,0.2180558792587227,0.288145269020455,0,0,2.327120443553144,3.5442135628801488,MX1;BID,6,100,human,GO_Biological_Process_2021,0.4541798026670203
GO_Molecular_Function_2021,polyubiquitin modification-dependent protein binding (GO:0031593),1/51,0.2258270216564654,0.2893408714973464,0,0,4.01010101010101,5.966974015935645,ZFAND6,6,100,human,GO_Molecular_Function_2021,0.45565695082610247
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),3/323,0.2194378860314134,0.2896378081450301,0,0,1.8923969072164948,2.870172020268605,EGR1;ZFP36;FOS,6,100,human,GO_Biological_Process_2021,0.45567611862269064
GO_Biological_Process_2021,regulation of generation of precursor metabolites and energy (GO:0043467),1/50,0.2219269115603851,0.2922504794027115,0,0,4.092145949288806,6.1603458876211565,HIF1A,6,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Biological_Process_2021,iron ion transport (GO:0006826),1/50,0.2219269115603851,0.2922504794027115,0,0,4.092145949288806,6.1603458876211565,FTH1,6,100,human,GO_Biological_Process_2021,0.4565765832001554
GO_Molecular_Function_2021,exopeptidase activity (GO:0008238),1/53,0.233569272224541,0.2946566203448056,0,0,3.8554778554778553,5.606931137649977,LAP3,6,100,human,GO_Molecular_Function_2021,0.45684799000464693
GO_Molecular_Function_2021,transcription coregulator binding (GO:0001221),1/53,0.233569272224541,0.2946566203448056,0,0,3.8554778554778553,5.606931137649977,CTNNB1,6,100,human,GO_Molecular_Function_2021,0.45684799000464693
GO_Biological_Process_2021,blood circulation (GO:0008015),1/51,0.2258270216564654,0.2960269643885324,0,0,4.01010101010101,5.966974015935645,STAT1,6,100,human,GO_Biological_Process_2021,0.45684799000464693
GO_Biological_Process_2021,regulation of epithelial cell migration (GO:0010632),1/51,0.2258270216564654,0.2960269643885324,0,0,4.01010101010101,5.966974015935645,HIF1A,6,100,human,GO_Biological_Process_2021,0.45684799000464693
